generated_smiles,reached_max_length
Cc1cc(C)c1,False
Clc1c(F)c(F)c(F)c(F)c(F)c1F,False
CC(C)(C)C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1,False
Cc1cccc3cccc1,False
Cc1ccccccc(c34)P2c2cccc2)c2cccc2)c(Cl)c(Cl)c(Cl)c4c(Cl)c3cc(C)c1,False
CC1(C)CB(c1c(F)c(F)c(F)c(F)c(F)c(F)c2cccc2N(c2c(Cl)c(C)c(Cl)c(Cl)c1Cl,False
CC(CC)CCCC(B(c2c(F)c(F)c(F)c(F)c2F)c2F)c(F)c(F)c(B(c3cc(C)c(P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3)cc1)c1c(F)c(F)c3c(Cl)c1c(Cl)c(C)c1,False
Cc1cccc3)c3c(F)c2c(Cl)c2cccc2)c2c(Cl)c2c(Cl)c(B(c1c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,False
Cc1cc(C)c1,False
Clc1c(F)c(F)c(C)c1,False
Bc1ccccc3c2-c2c(Cl)c(Cl)c(Cl)c1Cl)c(Cl)c1Cl)c(C)c1,False
Cc1cc(C)cc(B(c2c(F)c(F)c3cccc2N(c2ccccccccc23)ccc2B(c2c(C)cc(C(F)(F)F)cccccc2cccc3cccc21,False
Fc1c(Cl)c2c(F)c(F)c2F)c2F)P(c2c(Cl)c(Cl)c3Cl)(c3cccc3)c3c(F)c(F)c1cc(C)cc2C)c2c(Cl)c(C)c(P(c2c(Cl)c3Cl)c(Cl)c(Cl)c2Cl)P(c1c(Cl)c(Cl)c(C)c1,False
Cc1cc(C)c(P(c2c(B(c2c(Cl)c3Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1,False
Cc1cc(C(F)(F)F)cc(C)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c2Cl)c(Cl)c1Cl,False
Fc1c(F)c(F)c(F)c(F)c(F)c2c(C)cc2C)c(P(c3cccc2B(c2c(F)c(B(C3CCCCCB(c1cccc(C)c(Cl)c(B(c2c(Cl)c3c(C)cc(C)cc(C(N2CCC(=C(B(c2c(Cl)c(Cl)c(Cl)c(C)c(P(c3c(Cl)c1c(F)c2F)c(F)c(F)c,True
Clc1c(F)c(F)c(F)c(F)c3F)cc(C)c(P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2ccc3)[P+]1(c1cccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c1Cl)P(c,True
CCN(CC)C(CB(c1c(Cl)c(Cl)c(C)cc2C)c(Cl)c(C)c1,False
Cc1ccccc2)c(F)c1F,False
Cc1cc(C)cc(C)c1c(Cl)c3Cl)c(Cl)c(C)c(Cl)c1Cl)C1c1ccccc2-3)c2c(C)cc2C)c(P(c2c(C)cc(C)cc(C)c(N(c2cccc1)C(CB(c2c(Cl)c(Cl)c(Cl)c(Cl)c2c(C)cc2C)c2c(F)c2ccccc1B(c1ccc(C)c(C)cc(,True
CC1B(c1cccc2)cc1C,False
Fc1c(Cl)c(C)cc(C)c1,False
c1ccc2)c2c(F)c(F)c(F)c(F)c(F)c2F)c(F)c2F)C2CC(P(c2cccc3O2)cc1,False
Clc1c(F)c1F)c1c(Cl)c(Cl)c(Cl)c2Cl)c1c(F)c(F)c3c(C(C)(C)c(P(c3c(F)c(F)c1F)c1cc(C)cc(C)c1,False
Cc1ccc(P(c2c(F)c2F)c2F)C2(C)CCCCC3)c(Cl)c1Cl,False
Cc1cc(C)cc(C(=C(B(c4c(ccc(P(c2cccc2-3)c2c(Cl)c(Cl)c(Cl)c(Cl)c(C)c1c(F)c2F)c(F)c(B(Cc2cccc1B(c1c(Cl)c(Cl)c2Cl)P(c2c(Cl)c1Cl,False
Cc1cc(C)cc2C(C)(C)C)n(B(c1c(Cl)c(Cl)c1Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,False
CC1(C)C)CCCCCC2)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c3)ccccccc3)cc2B(c2c(C)c1,False
Cc1cc(C)c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c(C)ccccccc2B2OCC(C)(C)N(C)COCC(C)C,False
c1cc(C)c1,False
Cc1cc(C)cc2B(c2c(F)c(F)c(B(c2c(C)cc(CCCCB(c1c(F)c(F)c2c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c2Cl)c(Cl)c2Cl)C2CCCC2B(c2cccc1)CB(c1cc(-c3c(F)c(B(CCCC(B(c2c(Cl)c2Cl)P(c1c(Cl)c2Cl)c(Cl)c,True
Cc1ccc(P(c3cc(C)c1,False
Cc1cc(C)cc2C)c2cccc1B(c1c(F)c(F)c1F)c1F)(c1c(C)cc(C)cc(CB(c2c(C)c1cccc4)ccccc(P(c3c(Cl)c1Cl,False
COB(OC)c1,False
CC(C)(C)B(c2cccccc1N1C(C)(CC)C(CB(c2cccc2)c2cccccc2)c2cccc1C)c1,False
Clc1c(C)cc2C)c2cccc2P(c2c(Cl)c1Cl)P(c1c(Cl)c1Cl)C2C3CCCCCC2N2CCCC2)c(F)c(F)c(B(c1cc(C(F)(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c2F)c(F)c1F)C(C)C1CCCC(C)CB(c2c(Cl)c(C2N(Cc3cc,True
CC(C)C)C(B(c2c(Cl)c(Cl)c(Cl)c(C=C(CP(c1c(F)c(F)c(F)c3F)c3)c3c(C(F)(F)F)cc(C)cc1C)c1,False
c1cccc2B(c2c(Cl)c3ccccc2P(c2c(F)c(B(c3ccccc(B(c3cccc2O1)C(C)CCCCC(C)(C)N1c1cc(C(=C(B(c1c(F)c(F)c(F)c2F)c2F)c2F)c2F)c2F)P(c1c(Cl)c(Cl)c2c(F)c1c(Cl)c3c(Cl)c1Cl)=C(c2cccccc,True
Cc1ccccc2)c2cccc2)c2c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(B(c2c(C)cc1,False
CC1(C)c(P(C2CC(P(c2c(Cl)c2c(F)c(F)c1F,False
CC(CB(c2c(C)cc1)B(c2cccc1B(c2cccc3O2)c2c(Cl)c(Cl)c(B(c3c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,False
Cc1cc(C)c1c(F)c2c(Cl)c2Cl)c(C)cc(C)c3ccccccc3C2(C)C,False
CC=C(B(c2c(Cl)c(B(CCCC3)c12)C(C)(C)CCCCCCC(C)C1CCCCB(c1cc(C)cc2C)c2c(C)c3cccccc3)c3c(C)cc2C)c(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c(B2c3ccccc3C2(C)C)cc2C3(C)C1CCC2N2CCCC2)c2cccc(B(c3,True
CCN(CC)C(C)(C)C)CC1(C)c2c(Cl)c2)c2c(Cl)c(Cl)c4Cl)c(Cl)c1Cl)c(Cl)c(C)c([P+]2(c2c(F)c(F)c(F)c(F)c(F)c(F)c1F,False
Cc1ccccccc3O2)cc1,False
Cc1cc(C(=C(B(c2c(Cl)c2c(C)c1c(Cl)c(Cl)c2Cl)c(Cl)C(CB(c2cccccc23)c(Cl)c(Cl)c2Cl)n1,False
CC1(C)cc(C)c1,False
Cc1ccc(B(c1ccc(OB(c2c(Cl)c1cc(C)c(P(C(=C(B(c3c(Cl)c(Cl)c3Cl)c(Cl)c3Cl)c(Cl)c(Cl)c(Cl)c2c(Cl)c(Cl)c1Cl)C(c1ccccccc32)c(F)c(F)c(F)c(F)c3F)cc(C)c(Cl)c(C)c1ccccc2)c2cccc2)c2,True
CC(C)(C)P(B(c2cccc3c2-c2c-3cccc3B(c3cccccc3cccc(B(c3c(Cl)c1c(F)c(F)c(F)c1F,False
CC1(C)C)c(Cl)c1Cl,False
CC1B(c1c(C)cc2C)c2c(P(c2cccc1,False
Cc1cc(C)c([B-]2(c2c(Cl)c3Cl)c(Cl)c(Cl)c2Cl)n1,False
Cc1ccccc3c2-c2c-3cccc1)c1cc(C)cc(C)cc2C)C(C)(C)C)cc2C)c2c(Cl)c(C)cc2C(C)(C)c(P(c2cccc3B(c3ccccc3c2CCCC2B(c2c(C)c2c(C)c1,False
CC1(C)C2C)C(C)C,False
c1ccccc3c2-c2ccccc2P(c2c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c(F)c2F)c(F)c(F)c(F)c(F)c(B(c2c(C)cc(B(c2cccc2)cc(C)cc(C)c(P(CCCCC(C)(C)P(B(c2c(C)c(Cl)c1Cl,False
Cc1cc(C)c1,False
CC(C)C)CCCC2N2CCC1C[B-]2(c2cccc2)c2c(Cl)c2c(F)c(F)c(F)c(F)c(F)c1F)c1F)c1c(F)c(F)c(F)c(F)c(F)c1F)C(c3ccccc(P(c2cccccc3)C[B-](c2cccc2)P(c1cccc2)c2cccc3C)C(C)(C)C)c(P(C(C)(,True
CC1(C)c1,False
CC=C(Pc1cccccc1)CB(c2c(F)c(F)c(F)c(F)c(F)c(F)c2F)C2CCCCCC(C)P(c1c(F)c(F)c2F)c2F)c2cccccc4)c4c(F)c(F)c1c(C)cc3C)c3cccc4ccccc2)C1,False
c1cccc1B(Cl)c1cc(C(F)(F)F)c3F)c3)cc1Cl,False
